Arthropoda,Diptera,Chironomidae,Limnophyes,T,1.8,2.9,,6.7,,2.7,0.8,,,,,,0.9,
Arthropoda,Diptera,Chironomidae,Microtendipes,M,,,,,0.9,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Nanocladius,T,,,,0.8,,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Orthocladiinae,T,,1,,,,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Orthocladius,T,,,,,,,,,,,,,1.9,
Arthropoda,Diptera,Chironomidae,Parachironomus,M,0.9,,,,,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Parakiefferiella,I,0.9,,,,,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Parametriocnemus,M,,,,,0.9,,,0.9,0.8,,,1.7,,
Arthropoda,Diptera,Chironomidae,Paraphaenocladius,M,,,,1.7,,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Paratanytarsus,T,,,,,,,0.8,0.9,,,,0.8,,
Arthropoda,Diptera,Chironomidae,Paratendipes,M,,,,3.4,,,,0.9,,,0.8,,1.9,
Arthropoda,Diptera,Chironomidae,Phaenopsectra,T,,,,,,,,,,,,,4.6,
Arthropoda,Diptera,Chironomidae,Polypedilum,M,,,,,,,,,,,,0.8,,
Arthropoda,Diptera,Chironomidae,Procladius,I,,,,,,,,,,,,,0.9,
Arthropoda,Diptera,Chironomidae,Pseudorthocladius,M,0.9,,,0.8,,,,0.9,0.8,3.8,0.8,,1.9,
Arthropoda,Diptera,Chironomidae,Rheocricotopus,M,,,,,,,,,,,1.6,,,
Arthropoda,Diptera,Chironomidae,Rheosmittia,M,,,,,,,,,,,,,0.9,
Arthropoda,Diptera,Chironomidae,Rheotanytarsus,T,5.5,,5.4,2.5,1.8,5.3,0.8,,10,,1.6,3.3,,
Arthropoda,Diptera,Chironomidae,Stenochironomus,T,,,,,,,,,,,0.8,0.8,4.6,0.8
Arthropoda,Diptera,Chironomidae,Symposiocladius,M,,,,0.8,,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Tanypodinae,T,,,,,,,,,,,0.8,,1.9,
Arthropoda,Diptera,Chironomidae,Tanytarsus,M,,,0.9,0.8,,,,,,,,,,
Arthropoda,Diptera,Chironomidae,Thienemanniella,M,0.9,1,2.7,2.5,0.9,2.7,2.4,2.6,5.8,,4,1.7,1.9,
Arthropoda,Diptera,Chironomidae,Thienemannimyia Group,T,1.8,,3.6,4.2,2.7,6.2,6.4,7.8,3.3,21.7,4.8,3.3,5.6,
Arthropoda,Diptera,Chironomidae,Tribelos,T,,,,,,,,,,1.9,2.4,,2.8,
Arthropoda,Diptera,Chironomidae,Tvetenia,M,,,,,,,,,,,,,0.9,
Arthropoda,Diptera,Simuliidae,Cnephia,M,,,,,,,,,,,,,,1.7
Arthropoda,Diptera,Simuliidae,Prosimulium,I,,,,,,,,,,,,,0.9,1.7
Arthropoda,Diptera,Simuliidae,na,M,,,,,,,,,,,,0.8,,
Arthropoda,Diptera,Simuliidae,Simulium,M,,,,,,,,3.5,,0.9,,,1.9,
Arthropoda,Diptera,Simuliidae,Stegopterna,I,,,,0.8,,,,,,,,,,
Arthropoda,Diptera,Tipulidae,Erioptera,M,,,,,,,,,,,2.4,,,
Arthropoda,Diptera,Tipulidae,Hexatoma,I,,,,,,,,,,,,2.5,0.9,
Arthropoda,Diptera,Tipulidae,Ormosia,M,,,,,,,,,,,,,,0.8
Arthropoda,Diptera,Tipulidae,Pseudolimnophila,I,,1,,,,,,,,0.9,,,0.9,
Arthropoda,Diptera,Tipulidae,Tipula,M,,,,,,0.9,,0.9,0.8,,,0.8,,
Arthropoda,Ephemeroptera,Caenidae,Caenis,I,,,,,,,,,0.8,,,,,
Arthropoda,Ephemeroptera,Heptageniidae,Maccaffertium,I,,1.9,,,,,,,2.5,,,,,1.7
Arthropoda,Ephemeroptera,Heptageniidae,Stenonema,M,,,,,,,,1.7,,,2.4,,,
Arthropoda,Ephemeroptera,Leptophlebiidae,na,I,3.7,,,0.8,,22.1,,,,,,,0.9,
Arthropoda,Hemiptera,Corixidae,na,M,,,,,,,,,,,0.8,,,
Arthropoda,Isopoda,Asellidae,Caecidotea,I,9.2,13.3,37.8,8.4,33,17.7,33.6,27,19.2,0.9,23.4,46.7,13.9,
Arthropoda,Lepidoptera,na,na,M,5.5,11.4,,,,,0.8,,,,,,,
Arthropoda,Megaloptera,Sialidae,Sialis,I,,,,,,,,,0.8,,,,,
Arthropoda,Odonata,Aeshnidae,Boyeria,M,,,,0.8,,,,,,,,,,
Arthropoda,Odonata,Calopterygidae,Calopteryx,T,0.9,,,,,,,,2.5,,,,,
Arthropoda,Odonata,Coenagrionidae,na,T,,,,,,,,,0.8,,,,1.9,
Arthropoda,Odonata,Corduliidae,Somatochlora,I,4.6,,,,,,,,,,,,,
Arthropoda,Plecoptera,Nemouridae,na,I,,,,,,0.9,,,,,,,7.4,
Arthropoda,Plecoptera,Nemouridae,Ostrocerca,I,,,,,,,,,,,0.8,,,
Arthropoda,Plecoptera,Nemouridae,Prostoia,M,,,,,,,,0.9,,,,,0.9,
Arthropoda,Plecoptera,Perlidae,Perlesta,I,,22.9,,1.7,,,,,,,8.9,,,
Arthropoda,Plecoptera,Perlidae,na,I,21.1,1.9,,17.6,,,,2.6,,17,12.1,10,3.7,3.3
Arthropoda,Plecoptera,Perlodidae,Isoperla,I,,,,,,,,,,,0.8,,,
Arthropoda,Plecoptera,Taeniopterygidae,Taeniopteryx,M,,,,0.8,,,,,,,,,1.9,
Arthropoda,Trichoptera,Hydropsychidae,Cheumatopsyche,M,3.7,32.4,10.8,14.3,33.9,8,11.2,3.5,10,2.8,0.8,1.7,,
Arthropoda,Trichoptera,Hydroptilidae,Oxyethira,I,1.8,,,,,,,0.9,0.8,3.8,,,,
Arthropoda,Trichoptera,Leptoceridae,Oecetis,M,0.9,,,,,,,,,,,,,
Arthropoda,Trichoptera,Limnephilidae,Ironoquia,M,,,,,,,,,,0.9,,,,
Arthropoda,Trichoptera,Limnephilidae,na,M,0.9,1,0.9,,0.9,,0.8,3.5,,,,,,19.8
Arthropoda,Trichoptera,Phryganeidae,Ptilostomis,M,,1,,,,,2.4,0.9,2.5,0.9,,5.8,,5
Arthropoda,Trichoptera,Rhyacophilidae,Rhyacophila,I,0.9,,,3.4,,,,1.7,,,,,,
Mollusca,Basommatophora,Physidae,Physa,T,2.8,,,1.7,,2.7,,,,,1.6,,9.3,
Mollusca,Basommatophora,Planorbidae,Menetus,T,,,,,,0.9,,,,,,,,
Mollusca,Mesogastropoda,Hydrobiidae,na,T,11,,,8.4,,2.7,,3.5,,0.9,0.8,0.8,2.8,
Mollusca,Neotaenioglossa,Hydrobiidae,Amnicola,T,,,,,,,,0.9,0.8,,,,,
Mollusca,Veneroida,Pisidiidae,Musculium,M,0.9,,,,,,,,,,3.2,,,
Mollusca,Veneroida,Pisidiidae,na,M,,,,,,0.9,,,,4.7,7.3,1.7,1.9,0.8
Mollusca,Veneroida,Pisidiidae,Pisidium,M,,4.8,23.4,3.4,17,16.8,,,,0.9,,,,
